,ID,E_Brent,Opt_Basica,PP,BR,AR,WO,NW,opt_CE,opt_CN,opt_CS,opt_IC,opt_IN,opt_IS,VPN_Basica_porta,VPN_incremental_porta,VPN_Basica,VPN_incremental,VPN_Total,EFI_INCREMENTAL,capex,opex_basica,opex_incremental,volumen_B_LE,volumen_I_LE,volumen_T_LE
103,103,30,0,0.52,1,0,1,0,0,1,1,0,0,0,0,4435.2995,0,-19419.2245,-19419.2245,0.0,64268.0165,918828.16,928705.9677,0.0,1.534867979666667,1.534867979666667
104,104,30,0,0.52,1,0,1,0,0,1,0,1,1,1,0,14608.3003,0,-17552.1285,-17552.1285,0.0,78980.5501,918828.16,925235.3973,0.0,2.222338433033334,2.222338433033334
105,105,30,0,0.52,1,0,1,0,0,1,0,1,1,0,0,3115.3282,0,-19055.9186,-19055.9186,0.0,60189.3533,918828.16,924891.7653,0.0,1.443126243,1.443126243
106,106,30,0,0.52,1,0,1,0,0,1,0,1,0,1,0,2232.6925,0,-18405.6656,-18405.6656,0.0,54858.233,918828.16,923593.9757,0.0,1.3565344489666669,1.3565344489666669
107,107,30,0,0.52,1,0,1,0,0,1,0,1,0,0,0,-7990.1128,0,-7510.7973,-7510.7973,0.0,36067.0361,918828.16,923250.3437,0.0,0.10962104616666671,0.10962104616666671
108,108,30,0,0.52,1,0,1,0,0,1,0,0,1,1,0,10516.1387,0,-17961.145,-17961.145,0.0,70981.1418,918828.16,923939.9266,0.0,1.9986471548333333,1.9986471548333333
109,109,30,0,0.52,1,0,1,0,0,1,0,0,1,0,0,-706.8243,0,-18208.3614,-18208.3614,0.0,52189.945,918828.16,923596.2946,0.0,1.0239574141333334,1.0239574141333334
110,110,30,0,0.52,1,0,1,0,0,1,0,0,0,1,0,-1572.448,0,-17673.5289,-17673.5289,0.0,46858.8247,918828.16,922298.505,0.0,0.9379127186,0.9379127186
111,111,30,0,0.52,1,0,1,0,0,1,0,0,0,0,0,-10790.732,0,-6786.6277,-6786.6277,0.0,28067.6278,918828.16,921954.873,0.0,0.08908658416666666,0.08908658416666666
112,112,30,0,0.52,1,0,1,0,0,0,1,1,1,1,0,19879.2362,0,-16684.2983,-16684.2983,0.0,87113.311,918828.16,928859.7791,0.0,2.4900872789000004,2.4900872789000004
113,113,30,0,0.52,1,0,1,0,0,0,1,1,1,0,0,8185.9248,0,-18479.9379,-18479.9379,0.0,68322.1142,918828.16,928516.147,0.0,1.6849743482000004,1.6849743482000004
114,114,30,0,0.52,1,0,1,0,0,0,1,1,0,1,0,7098.5663,0,-17829.685,-17829.685,0.0,62990.9938,918828.16,927218.3575,0.0,1.598382554166667,1.598382554166667
115,115,30,0,0.52,1,0,1,0,0,0,1,1,0,0,0,-3489.0242,0,-17613.3493,-17613.3493,0.0,44199.797,918828.16,926874.7255,0.0,0.8921895874666667,0.8921895874666667
116,116,30,0,0.52,1,0,1,0,0,0,1,0,1,1,0,15621.0886,0,-17093.3148,-17093.3148,0.0,79113.9027,918828.16,927564.3083,0.0,2.2663960007,2.2663960007
117,117,30,0,0.52,1,0,1,0,0,0,1,0,1,0,0,4159.0494,0,-18573.6325,-18573.6325,0.0,60322.7058,918828.16,927220.6763,0.0,1.4869449790000002,1.4869449790000002
118,118,30,0,0.52,1,0,1,0,0,0,1,0,0,1,0,3276.4137,0,-17923.3795,-17923.3795,0.0,54991.5855,918828.16,925922.8868,0.0,1.4003531849666666,1.4003531849666666
119,119,30,0,0.52,1,0,1,0,0,0,1,0,0,0,0,-6885.8594,0,-7389.4533,-7389.4533,0.0,36200.3887,918828.16,925579.2547,0.0,0.11866628150000003,0.11866628150000003
120,120,30,0,0.52,1,0,1,0,0,0,0,1,1,1,0,2071.2881,0,-17560.0736,-17560.0736,0.0,50912.9223,918828.16,922108.6843,0.0,1.3086114483000002,1.3086114483000002
121,121,30,0,0.52,1,0,1,0,0,0,0,1,1,0,0,-7716.9941,0,-7311.7304,-7311.7304,0.0,32121.7255,918828.16,921765.0523,0.0,0.09156189250000002,0.09156189250000002
122,122,30,0,0.52,1,0,1,0,0,0,0,1,0,1,0,-8119.4948,0,-7085.0509,-7085.0509,0.0,26790.6051,918828.16,920467.2627,0.0,0.06459653200000001,0.06459653200000001
123,123,30,0,0.52,1,0,1,0,0,0,0,1,0,0,0,-5112.028,0,-5279.7246,-5279.7246,0.0,7999.4083,918828.16,920123.6307,0.0,0.020534462,0.020534462
124,124,30,0,0.52,1,0,1,0,0,0,0,0,1,1,0,-1529.3069,0,-16738.5482,-16738.5482,0.0,42913.514,918828.16,920813.2136,0.0,0.9025035482666667,0.9025035482666667
125,125,30,0,0.52,1,0,1,0,0,0,0,0,1,0,0,-9831.4715,0,-6587.5608,-6587.5608,0.0,24122.3172,918828.16,920469.5816,0.0,0.0710274305,0.0710274305
126,126,30,0,0.52,1,0,1,0,0,0,0,0,0,1,0,-10342.129,0,-6360.8812,-6360.8812,0.0,18791.1968,918828.16,919171.792,0.0,0.04406207000000001,0.04406207000000001
127,127,30,0,0.52,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,918828.16,918828.16,0.0,0.0,0.0
128,128,30,0,0.52,1,0,0,1,1,1,1,1,1,1,0,10415.1745,0,-40618.7372,-40618.7372,0.0,124088.2712,918828.16,1051843.9086,0.0,3.417309629933334,3.417309629933334
